CodigoEstacion,NombreEstacion,Latitud,Longitud,Altitud,Categoria,Entidad,AreaOperativa,Departamento,Municipio,FechaInstalacion,FechaSuspension,IdParametro,Etiqueta,DescripcionSerie,Frecuencia,Fecha,Valor,Grado,Calificador,NivelAprobacion
26157100,SAN GABRIEL [26157100],5.1193055560,-75.56472222,1173,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 09 - Cauca-Valle-Caldas,Caldas,Manizales,15/07/1984 00:00,,NIVEL,NV_MEDIA_D,Nivel medio diario,Diaria,2016-03-08 00:00,120,50,,1200
26157100,SAN GABRIEL [26157100],5.1193055560,-75.56472222,1173,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 09 - Cauca-Valle-Caldas,Caldas,Manizales,15/07/1984 00:00,,NIVEL,NV_MEDIA_D,Nivel medio diario,Diaria,2016-03-09 00:00,117.500000000003,50,,1200
26157100,SAN GABRIEL [26157100],5.1193055560,-75.56472222,1173,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 09 - Cauca-Valle-Caldas,Caldas,Manizales,15/07/1984 00:00,,NIVEL,NV_MEDIA_D,Nivel medio diario,Diaria,2016-03-10 00:00,115,50,,1200
26157100,SAN GABRIEL [26157100],5.1193055560,-75.56472222,1173,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 09 - Cauca-Valle-Caldas,Caldas,Manizales,15/07/1984 00:00,,NIVEL,NV_MEDIA_D,Nivel medio diario,Diaria,2016-03-11 00:00,114.687500000004,50,,1200
26157100,SAN GABRIEL [26157100],5.1193055560,-75.56472222,1173,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 09 - Cauca-Valle-Caldas,Caldas,Manizales,15/07/1984 00:00,,NIVEL,NV_MEDIA_D,Nivel medio diario,Diaria,2016-03-12 00:00,110.3125,50,,1200
26157100,SAN GABRIEL [26157100],5.1193055560,-75.56472222,1173,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 09 - Cauca-Valle-Caldas,Caldas,Manizales,15/07/1984 00:00,,NIVEL,NV_MEDIA_D,Nivel medio diario,Diaria,2016-03-13 00:00,110.312499999996,50,,1200
26157100,SAN GABRIEL [26157100],5.1193055560,-75.56472222,1173,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 09 - Cauca-Valle-Caldas,Caldas,Manizales,15/07/1984 00:00,,NIVEL,NV_MEDIA_D,Nivel medio diario,Diaria,2016-03-14 00:00,114.6875,50,,1200
26157100,SAN GABRIEL [26157100],5.1193055560,-75.56472222,1173,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 09 - Cauca-Valle-Caldas,Caldas,Manizales,15/07/1984 00:00,,NIVEL,NV_MEDIA_D,Nivel medio diario,Diaria,2016-03-15 00:00,115,50,,1200
26157100,SAN GABRIEL [26157100],5.1193055560,-75.56472222,1173,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 09 - Cauca-Valle-Caldas,Caldas,Manizales,15/07/1984 00:00,,NIVEL,NV_MEDIA_D,Nivel medio diario,Diaria,2016-03-16 00:00,115.312499999996,50,,1200
26157100,SAN GABRIEL [26157100],5.1193055560,-75.56472222,1173,Limnimétrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 09 - Cauca-Valle-Caldas,Caldas,Manizales,15/07/1984 00:00,,NIVEL,NV_MEDIA_D,Nivel medio diario,Diaria,2016-03-17 00:00,119.6875,50,,1200
